TempNom	TempRecord	Sex	Days	Length
21	20.75	F	26	1.25
21	20.75	F	26	1.15
21	20.75	F	26	1.2
21	20.75	F	26	1
21	20.75	F	26	1
21	20.75	F	26	1
21	20.75	F	26	1.15
22	22.24	M	21	1.35
22	22.24	M	21	1.4
22	22.24	M	21	1.35
22	22.24	M	21	1.3
22	22.24	M	21	1.45
22	22.24	M	21	1.35
22	22.24	M	21	1.5
22	22.24	M	21	1.45
22	22.24	M	22	1.4
22	22.24	M	22	1.35
22	22.24	M	22	1.45
22	22.24	M	22	1.4
22	22.24	M	22	1.5
22	22.24	M	22	1.45
22	22.24	M	22	1.25
22	22.24	M	22	1.3
22	22.24	M	22	1.25
22	22.24	M	22	1.25
22	22.24	M	23	1.45
22	22.24	M	23	1.5
22	22.24	M	24	1.15
22	22.24	F	22	1.3
22	22.24	F	22	1.35
22	22.24	F	22	1.4
22	22.24	F	23	1.5
22	22.24	F	23	1.4
22	22.24	F	23	1.4
22	22.24	F	23	1.55
22	22.24	F	23	1.25
22	22.24	F	23	1.4
22	22.24	F	23	1.4
22	22.24	F	23	1.5
22	22.24	F	23	1.45
22	22.24	F	23	1.3
22	22.24	F	23	1.4
22	22.24	F	23	1.3
22	22.24	F	24	1.45
22	22.24	F	24	1.25
22	22.24	F	24	1.35
22	22.24	F	24	1.2
22	22.24	F	24	1.25
22	22.24	F	24	1.35
22	22.24	F	24	1.3
22	22.24	F	25	1.65
22	22.24	F	25	1.25
22	22.24	F	25	1.15
22	22.24	F	27	0.8
24	24.73	M	19	1.5
24	24.73	M	20	1.25
24	24.73	M	20	1.55
24	24.73	M	20	1.25
24	24.73	M	20	1.35
24	24.73	M	21	1.35
24	24.73	M	20	1.3
24	24.73	M	20	1.25
24	24.73	M	19	1.2
24	24.73	M	19	1.3
24	24.73	M	19	1.25
24	24.73	M	21	1.15
24	24.73	M	21	1.25
24	24.73	M	21	1.2
24	24.73	M	21	1.5
24	24.73	M	21	1.65
24	24.73	M	21	1.6
24	24.73	M	21	1.25
24	24.73	M	21	1.3
24	24.73	M	21	1.25
24	24.73	M	21	1.2
24	24.73	M	22	0.95
24	24.73	M	23	0.85
24	24.73	M	24	0.8
24	24.73	F	20	1.55
24	24.73	F	20	1.55
24	24.73	F	21	1.25
24	24.73	F	21	1.25
24	24.73	F	21	1.2
24	24.73	F	21	1.5
24	24.73	F	21	1.6
24	24.73	F	21	1.55
24	24.73	F	21	1.6
24	24.73	F	21	1.2
24	24.73	F	22	1.5
24	24.73	F	22	1.5
24	24.73	F	22	1.05
24	24.73	F	22	1.15
24	24.73	F	22	1.05
24	24.73	F	22	1.1
24	24.73	F	22	1.3
24	24.73	F	22	1.3
24	24.73	F	24	1.1
24	24.73	F	24	1.2
24	24.73	F	24	0.9
24	24.73	F	26	1.05
27	27.34	M	19	1.25
27	27.34	M	21	1.25
27	27.34	M	21	1.3
27	27.34	M	25	1.4
27	27.34	M	25	1.15
27	27.34	M	26	1.35
27	27.34	M	26	1.35
27	27.34	M	26	1.2
27	27.34	M	26	1.45
27	27.34	M	27	1.25
27	27.34	M	19	1.25
27	27.34	M	19	1.2
27	27.34	M	21	1.15
27	27.34	M	21	1.05
27	27.34	M	21	1
27	27.34	F	21	1.25
27	27.34	F	21	1.35
27	27.34	F	21	1.25
27	27.34	F	22	1.3
27	27.34	F	24	1.5
27	27.34	F	24	1.45
27	27.34	F	26	1.15
27	27.34	F	27	1.1
27	27.34	F	27	1.4
27	27.34	F	27	1.4
27	27.34	F	27	1.2
27	27.34	F	27	1.2
27	27.34	F	28	1.15
27	27.34	F	21	1.15
27	27.34	F	21	1.25
27	27.34	F	22	1.3
27	27.34	F	22	1.1
27	27.34	F	22	1.25
27	27.34	F	22	1.05
27	27.34	F	22	1.2
30	30.37	M	24	1.15
30	30.37	M	24	1.2
30	30.37	M	24	1
30	30.37	M	27	1.15
30	30.37	F	25	1.25
30	30.37	F	28	1.15
30	30.37	F	28	1.25
30	30.37	F	32	1.35
